week,industry,report_count,methods,n_methods,severity_score
2013-11-18,Filled Milk/Imit Milk Prod,3,zscore,1,2.815
2011-10-17,Soft Drink/Water,9,zscore,1,2.812
2008-12-29,Fruit/Fruit Prod,11,zscore,1,2.796
2012-07-02,Vit/Min/Prot/Unconv Diet(Human/Animal),183,zscore,1,2.789
2005-11-14,Vit/Min/Prot/Unconv Diet(Human/Animal),13,zscore,1,2.775
2014-04-21,Fruit/Fruit Prod,9,zscore,1,2.774
2015-03-16,Food Additives (Human Use),4,zscore,1,2.764
2006-05-01,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,2.764
2011-09-19,Vegetables/Vegetable Products,8,zscore,1,2.763
2007-01-29,Fruit/Fruit Prod,6,zscore,1,2.755
2007-02-12,Fruit/Fruit Prod,7,zscore,1,2.751
2013-11-04,Bakery Prod/Dough/Mix/Icing,7,zscore,1,2.734
2012-07-23,Dietary Conv Food/Meal Replacements,7,zscore,1,2.734
2005-04-18,Bakery Prod/Dough/Mix/Icing,7,zscore,1,2.728
2007-10-29,Cosmetics,8,zscore,1,2.721
2012-01-16,Baby Food Prod,8,zscore,1,2.719
2014-04-07,Baby Food Prod,5,zscore,1,2.708
2004-07-19,Bakery Prod/Dough/Mix/Icing,10,zscore,1,2.692
2008-09-15,Cereal Prep/Breakfast Food,5,zscore,1,2.692
2015-03-09,Coffee/Tea,5,zscore,1,2.692
2007-06-25,Fishery/Seafood Prod,5,zscore,1,2.692
2010-04-26,Cereal Prep/Breakfast Food,4,zscore,1,2.684
2011-06-27,Soft Drink/Water,7,zscore,1,2.681
2011-08-15,Nuts/Edible Seed,3,zscore,1,2.68
2015-11-16,Cosmetics,74,zscore,1,2.674
2015-05-25,Vit/Min/Prot/Unconv Diet(Human/Animal),18,zscore,1,2.674
2011-04-18,Dietary Conv Food/Meal Replacements,5,zscore,1,2.674
2005-05-02,Egg/Egg Prod,2,zscore,1,2.667
2011-01-31,Bakery Prod/Dough/Mix/Icing,9,zscore,1,2.661
2005-08-22,Coffee/Tea,5,zscore,1,2.653
2006-01-30,Fishery/Seafood Prod,9,zscore,1,2.653
2016-06-27,Mult Food Dinner/Grav/Sauce/Special,7,zscore,1,2.65
2011-06-13,Snack Food Item,5,zscore,1,2.648
2008-04-21,Cereal Prep/Breakfast Food,5,zscore,1,2.648
2013-05-13,Cosmetics,18,zscore,1,2.641
2009-03-30,Cereal Prep/Breakfast Food,11,zscore,1,2.638
2014-07-21,Vit/Min/Prot/Unconv Diet(Human/Animal),34,zscore,1,2.63
2010-02-22,Coffee/Tea,4,zscore,1,2.629
2016-03-14,Dietary Conv Food/Meal Replacements,7,zscore,1,2.627
2007-05-07,Mult Food Dinner/Grav/Sauce/Special,6,zscore,1,2.627
2013-09-02,Nuts/Edible Seed,8,zscore,1,2.618
2015-03-16,"Spices, Flavors And Salts",8,zscore,1,2.618
2011-11-07,Milk/Butter/Dried Milk Prod,6,zscore,1,2.61
2016-02-01,Soft Drink/Water,7,zscore,1,2.61
2017-03-06,Mult Food Dinner/Grav/Sauce/Special,7,zscore,1,2.61
2013-07-29,Dietary Conv Food/Meal Replacements,5,zscore,1,2.606
2013-01-07,Nuts/Edible Seed,6,zscore,1,2.605
2016-03-21,Soft Drink/Water,11,zscore,1,2.602
2006-01-23,Baby Food Prod,4,zscore,1,2.598
2011-02-28,Candy W/O Choc/Special/Chew Gum,4,zscore,1,2.598
2011-04-04,Choc/Cocoa Prod,4,zscore,1,2.598
2007-06-11,Fishery/Seafood Prod,4,zscore,1,2.598
2008-07-07,Cosmetics,8,zscore,1,2.595
2006-07-24,Vegetables/Vegetable Products,4,zscore,1,2.595
2014-05-05,Dietary Conv Food/Meal Replacements,10,zscore,1,2.573
2015-11-16,Bakery Prod/Dough/Mix/Icing,1,zscore,1,2.559
2013-10-21,Candy W/O Choc/Special/Chew Gum,3,zscore,1,2.559
2005-01-24,Cheese/Cheese Prod,3,zscore,1,2.559
2010-01-25,Cheese/Cheese Prod,3,zscore,1,2.559
2012-10-22,Mult Food Dinner/Grav/Sauce/Special,3,zscore,1,2.559
2009-01-19,Nuts/Edible Seed,3,zscore,1,2.559
2014-12-01,Vegetables/Vegetable Products,3,zscore,1,2.559
2006-02-20,"Meat, Meat Products and Poultry",3,zscore,1,2.559
2006-03-13,"Meat, Meat Products and Poultry",3,zscore,1,2.559
2012-09-03,Soft Drink/Water,1,zscore,1,2.554
2012-09-24,Fishery/Seafood Prod,9,zscore,1,2.554
2011-05-02,Vit/Min/Prot/Unconv Diet(Human/Animal),183,zscore,1,2.533
2014-01-27,Dietary Conv Food/Meal Replacements,6,zscore,1,2.523
2005-08-08,Soft Drink/Water,11,zscore,1,2.519
2015-02-16,Vegetables/Vegetable Products,7,zscore,1,2.518
2005-06-06,Vit/Min/Prot/Unconv Diet(Human/Animal),35,zscore,1,2.511
2004-07-19,Ice Cream Prod,5,zscore,1,2.505
2010-12-13,Cereal Prep/Breakfast Food,5,zscore,1,2.505
2008-10-13,Mult Food Dinner/Grav/Sauce/Special,5,zscore,1,2.505
2009-06-29,Baby Food Prod,6,isolation_forest,1,0.108
2009-06-29,Ice Cream Prod,4,isolation_forest,1,0.108
2009-06-29,Snack Food Item,3,isolation_forest,1,0.108
2009-06-29,Vit/Min/Prot/Unconv Diet(Human/Animal),51,isolation_forest,1,0.108
2009-06-29,Candy W/O Choc/Special/Chew Gum,3,isolation_forest,1,0.108
2009-06-29,Cereal Prep/Breakfast Food,4,isolation_forest,1,0.108
2009-06-29,Choc/Cocoa Prod,1,isolation_forest,1,0.108
2009-06-29,Coffee/Tea,2,isolation_forest,1,0.108
2009-06-29,Macaroni/Noodle Prod,2,isolation_forest,1,0.108
2009-06-29,Prep Salad Prod,1,isolation_forest,1,0.108
2009-06-29,"Spices, Flavors And Salts",1,isolation_forest,1,0.108
2009-06-29,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.108
2009-06-29,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.108
2004-12-20,Baby Food Prod,5,isolation_forest,1,0.106
2004-12-20,Cosmetics,4,isolation_forest,1,0.106
2004-12-20,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.106
2004-12-20,Snack Food Item,1,isolation_forest,1,0.106
2004-12-20,Vit/Min/Prot/Unconv Diet(Human/Animal),18,isolation_forest,1,0.106
2004-12-20,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.106
2004-12-20,Choc/Cocoa Prod,2,isolation_forest,1,0.106
2004-12-20,Coffee/Tea,2,isolation_forest,1,0.106
2004-12-20,Dietary Conv Food/Meal Replacements,2,isolation_forest,1,0.106
2004-12-20,Food Additives (Human Use),3,isolation_forest,1,0.106
2004-12-20,"Spices, Flavors And Salts",1,isolation_forest,1,0.106
2004-12-20,Soup,2,isolation_forest,1,0.106
2004-12-20,Alcoholic Beverage,1,isolation_forest,1,0.106
2004-12-20,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.106
2004-12-20,Food Service/Conveyance,3,isolation_forest,1,0.106
2010-11-15,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.07
2010-11-15,Fruit/Fruit Prod,8,isolation_forest,1,0.07
2010-11-15,Ice Cream Prod,4,isolation_forest,1,0.07
2010-11-15,Milk/Butter/Dried Milk Prod,4,isolation_forest,1,0.07
2010-11-15,Snack Food Item,4,isolation_forest,1,0.07
2010-11-15,Vit/Min/Prot/Unconv Diet(Human/Animal),77,isolation_forest,1,0.07
2010-11-15,Candy W/O Choc/Special/Chew Gum,1,isolation_forest,1,0.07
2010-11-15,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.07
2010-11-15,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.07
2010-11-15,Fishery/Seafood Prod,4,isolation_forest,1,0.07
2010-11-15,Macaroni/Noodle Prod,1,isolation_forest,1,0.07
2010-11-15,Vegetable Oils,1,isolation_forest,1,0.07
2010-11-15,Filled Milk/Imit Milk Prod,2,isolation_forest,1,0.07
2010-11-15,Food Sweeteners (Nutritive),1,isolation_forest,1,0.07
2009-11-09,Cosmetics,7,isolation_forest,1,0.067
2009-11-09,Fruit/Fruit Prod,3,isolation_forest,1,0.067
2009-11-09,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.067
2009-11-09,Snack Food Item,6,isolation_forest,1,0.067
2009-11-09,Vit/Min/Prot/Unconv Diet(Human/Animal),11,isolation_forest,1,0.067
2009-11-09,Cereal Prep/Breakfast Food,10,isolation_forest,1,0.067
2009-11-09,Cheese/Cheese Prod,1,isolation_forest,1,0.067
2009-11-09,Choc/Cocoa Prod,1,isolation_forest,1,0.067
2009-11-09,Coffee/Tea,3,isolation_forest,1,0.067
2009-11-09,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.067
2009-11-09,Dressing/Condiment,1,isolation_forest,1,0.067
2009-11-09,Fishery/Seafood Prod,4,isolation_forest,1,0.067
2009-11-09,Nuts/Edible Seed,15,isolation_forest,1,0.067
2009-11-09,Vegetables/Vegetable Products,4,isolation_forest,1,0.067
2009-11-09,Egg/Egg Prod,2,isolation_forest,1,0.067
2009-11-09,"Spices, Flavors And Salts",2,isolation_forest,1,0.067
2009-11-09,Filled Milk/Imit Milk Prod,2,isolation_forest,1,0.067
2009-11-09,Vegetable Protein Prod,1,isolation_forest,1,0.067
2009-11-09,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.067
2013-10-28,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.064
2013-10-28,Cosmetics,8,isolation_forest,1,0.064
2013-10-28,Snack Food Item,1,isolation_forest,1,0.064
2013-10-28,Soft Drink/Water,3,isolation_forest,1,0.064
2013-10-28,Cheese/Cheese Prod,3,isolation_forest,1,0.064
2013-10-28,Choc/Cocoa Prod,1,isolation_forest,1,0.064
2013-10-28,Coffee/Tea,1,isolation_forest,1,0.064
2013-10-28,Dietary Conv Food/Meal Replacements,4,isolation_forest,1,0.064
2013-10-28,Dressing/Condiment,1,isolation_forest,1,0.064
2013-10-28,Nuts/Edible Seed,8,isolation_forest,1,0.064
2013-10-28,Vegetables/Vegetable Products,11,isolation_forest,1,0.064
2013-10-28,Egg/Egg Prod,7,isolation_forest,1,0.064
2013-10-28,Vegetable Oils,1,isolation_forest,1,0.064
2013-10-28,Soup,1,isolation_forest,1,0.064
2013-10-28,Vegetable Protein Prod,1,isolation_forest,1,0.064
2013-10-28,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.064
2013-10-28,Miscellaneous Food Related Items,1,isolation_forest,1,0.064
2004-08-30,Baby Food Prod,4,isolation_forest,1,0.062
2004-08-30,Cosmetics,7,isolation_forest,1,0.062
2004-08-30,Fruit/Fruit Prod,6,isolation_forest,1,0.062
2004-08-30,Ice Cream Prod,4,isolation_forest,1,0.062
2004-08-30,Milk/Butter/Dried Milk Prod,5,isolation_forest,1,0.062
2004-08-30,Snack Food Item,1,isolation_forest,1,0.062
2004-08-30,Vit/Min/Prot/Unconv Diet(Human/Animal),34,isolation_forest,1,0.062
2004-08-30,Cheese/Cheese Prod,1,isolation_forest,1,0.062
2004-08-30,Coffee/Tea,4,isolation_forest,1,0.062
2004-08-30,Dressing/Condiment,1,isolation_forest,1,0.062
2004-08-30,Fishery/Seafood Prod,6,isolation_forest,1,0.062
2004-08-30,Food Additives (Human Use),1,isolation_forest,1,0.062
2004-08-30,Vegetables/Vegetable Products,3,isolation_forest,1,0.062
2004-08-30,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.062
2015-10-19,Baby Food Prod,2,isolation_forest,1,0.05
2015-10-19,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.05
2015-10-19,Cosmetics,24,isolation_forest,1,0.05
2015-10-19,Fruit/Fruit Prod,1,isolation_forest,1,0.05
2015-10-19,Snack Food Item,4,isolation_forest,1,0.05
2015-10-19,Soft Drink/Water,2,isolation_forest,1,0.05
2015-10-19,Choc/Cocoa Prod,1,isolation_forest,1,0.05
2015-10-19,Coffee/Tea,1,isolation_forest,1,0.05
2015-10-19,Fishery/Seafood Prod,7,isolation_forest,1,0.05
2015-10-19,Food Additives (Human Use),2,isolation_forest,1,0.05
2015-10-19,Nuts/Edible Seed,1,isolation_forest,1,0.05
2015-10-19,Vegetables/Vegetable Products,3,isolation_forest,1,0.05
2015-10-19,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.05
2015-10-19,"Spices, Flavors And Salts",1,isolation_forest,1,0.05
2015-10-19,Alcoholic Beverage,1,isolation_forest,1,0.05
2017-03-20,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.044
2017-03-20,Fruit/Fruit Prod,6,isolation_forest,1,0.044
2017-03-20,Ice Cream Prod,3,isolation_forest,1,0.044
2017-03-20,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.044
2017-03-20,Snack Food Item,1,isolation_forest,1,0.044
2017-03-20,Soft Drink/Water,2,isolation_forest,1,0.044
2017-03-20,Cereal Prep/Breakfast Food,3,isolation_forest,1,0.044
2017-03-20,Cheese/Cheese Prod,2,isolation_forest,1,0.044
2017-03-20,Dietary Conv Food/Meal Replacements,4,isolation_forest,1,0.044
2017-03-20,Fishery/Seafood Prod,2,isolation_forest,1,0.044
2017-03-20,Food Additives (Human Use),1,isolation_forest,1,0.044
2017-03-20,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.044
2017-03-20,Soup,1,isolation_forest,1,0.044
2017-03-20,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.044
2015-04-13,Baby Food Prod,2,isolation_forest,1,0.043
2015-04-13,Bakery Prod/Dough/Mix/Icing,7,isolation_forest,1,0.043
2015-04-13,Cosmetics,72,isolation_forest,1,0.043
2015-04-13,Fruit/Fruit Prod,5,isolation_forest,1,0.043
2015-04-13,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.043
2015-04-13,Soft Drink/Water,6,isolation_forest,1,0.043
2015-04-13,Vit/Min/Prot/Unconv Diet(Human/Animal),209,isolation_forest,1,0.043
2015-04-13,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.043
2015-04-13,Dietary Conv Food/Meal Replacements,5,isolation_forest,1,0.043
2015-04-13,Fishery/Seafood Prod,3,isolation_forest,1,0.043
2015-04-13,Nuts/Edible Seed,5,isolation_forest,1,0.043
2015-04-13,"Meat, Meat Products and Poultry",2,isolation_forest,1,0.043
2015-04-13,Vegetable Oils,1,isolation_forest,1,0.043
2015-04-13,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.043
2015-04-13,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.043
2011-11-14,Baby Food Prod,3,isolation_forest,1,0.038
2011-11-14,Cosmetics,7,isolation_forest,1,0.038
2011-11-14,Fruit/Fruit Prod,6,isolation_forest,1,0.038
2011-11-14,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.038
2011-11-14,Snack Food Item,3,isolation_forest,1,0.038
2011-11-14,Soft Drink/Water,9,isolation_forest,1,0.038
2011-11-14,Vit/Min/Prot/Unconv Diet(Human/Animal),71,isolation_forest,1,0.038
2011-11-14,Candy W/O Choc/Special/Chew Gum,1,isolation_forest,1,0.038
2011-11-14,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.038
2011-11-14,Cheese/Cheese Prod,1,isolation_forest,1,0.038
2011-11-14,Choc/Cocoa Prod,1,isolation_forest,1,0.038
2011-11-14,Dietary Conv Food/Meal Replacements,3,isolation_forest,1,0.038
2011-11-14,Fishery/Seafood Prod,11,isolation_forest,1,0.038
2011-11-14,Food Additives (Human Use),1,isolation_forest,1,0.038
2011-11-14,Mult Food Dinner/Grav/Sauce/Special,2,isolation_forest,1,0.038
2011-11-14,Nuts/Edible Seed,8,isolation_forest,1,0.038
2011-11-14,Vegetable Oils,1,isolation_forest,1,0.038
2011-11-14,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.038
2011-11-14,Food Sweeteners (Nutritive),1,isolation_forest,1,0.038
2009-02-02,Baby Food Prod,2,isolation_forest,1,0.035
2009-02-02,Cosmetics,9,isolation_forest,1,0.035
2009-02-02,Fruit/Fruit Prod,9,isolation_forest,1,0.035
2009-02-02,Milk/Butter/Dried Milk Prod,4,isolation_forest,1,0.035
2009-02-02,Snack Food Item,2,isolation_forest,1,0.035
2009-02-02,Soft Drink/Water,5,isolation_forest,1,0.035
2009-02-02,Vit/Min/Prot/Unconv Diet(Human/Animal),24,isolation_forest,1,0.035
2009-02-02,Cheese/Cheese Prod,1,isolation_forest,1,0.035
2009-02-02,Coffee/Tea,2,isolation_forest,1,0.035
2009-02-02,Dietary Conv Food/Meal Replacements,2,isolation_forest,1,0.035
2009-02-02,Fishery/Seafood Prod,7,isolation_forest,1,0.035
2009-02-02,Mult Food Dinner/Grav/Sauce/Special,3,isolation_forest,1,0.035
2009-02-02,Vegetables/Vegetable Products,3,isolation_forest,1,0.035
2009-02-02,Egg/Egg Prod,1,isolation_forest,1,0.035
2009-02-02,Soup,1,isolation_forest,1,0.035
2009-02-02,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.035
2009-02-02,Food Sweeteners (Nutritive),2,isolation_forest,1,0.035
2005-05-16,Baby Food Prod,3,isolation_forest,1,0.029
2005-05-16,Bakery Prod/Dough/Mix/Icing,2,isolation_forest,1,0.029
2005-05-16,Fruit/Fruit Prod,2,isolation_forest,1,0.029
2005-05-16,Ice Cream Prod,3,isolation_forest,1,0.029
2005-05-16,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.029
2005-05-16,Soft Drink/Water,5,isolation_forest,1,0.029
2005-05-16,Vit/Min/Prot/Unconv Diet(Human/Animal),20,isolation_forest,1,0.029
2005-05-16,Cheese/Cheese Prod,2,isolation_forest,1,0.029
2005-05-16,Choc/Cocoa Prod,4,isolation_forest,1,0.029
2005-05-16,Fishery/Seafood Prod,3,isolation_forest,1,0.029
2005-05-16,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.029
2005-05-16,Nuts/Edible Seed,1,isolation_forest,1,0.029
2005-05-16,"Meat, Meat Products and Poultry",2,isolation_forest,1,0.029
2007-09-10,Bakery Prod/Dough/Mix/Icing,5,isolation_forest,1,0.028
2007-09-10,Cosmetics,6,isolation_forest,1,0.028
2007-09-10,Fruit/Fruit Prod,6,isolation_forest,1,0.028
2007-09-10,Ice Cream Prod,1,isolation_forest,1,0.028
2007-09-10,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.028
2007-09-10,Snack Food Item,4,isolation_forest,1,0.028
2007-09-10,Vit/Min/Prot/Unconv Diet(Human/Animal),3,isolation_forest,1,0.028
2007-09-10,Cheese/Cheese Prod,2,isolation_forest,1,0.028
2007-09-10,Choc/Cocoa Prod,3,isolation_forest,1,0.028
2007-09-10,Coffee/Tea,2,isolation_forest,1,0.028
2007-09-10,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.028
2007-09-10,Fishery/Seafood Prod,3,isolation_forest,1,0.028
2007-09-10,Mult Food Dinner/Grav/Sauce/Special,4,isolation_forest,1,0.028
2007-09-10,Vegetables/Vegetable Products,12,isolation_forest,1,0.028
2007-09-10,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.028
2007-09-10,Food Sweeteners (Nutritive),1,isolation_forest,1,0.028
2007-09-10,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.028
2013-09-23,Bakery Prod/Dough/Mix/Icing,1,isolation_forest,1,0.025
2013-09-23,Cosmetics,10,isolation_forest,1,0.025
2013-09-23,Fruit/Fruit Prod,1,isolation_forest,1,0.025
2013-09-23,Soft Drink/Water,5,isolation_forest,1,0.025
2013-09-23,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.025
2013-09-23,Choc/Cocoa Prod,2,isolation_forest,1,0.025
2013-09-23,Coffee/Tea,1,isolation_forest,1,0.025
2013-09-23,Fishery/Seafood Prod,8,isolation_forest,1,0.025
2013-09-23,Food Additives (Human Use),1,isolation_forest,1,0.025
2013-09-23,Nuts/Edible Seed,2,isolation_forest,1,0.025
2013-09-23,Vegetables/Vegetable Products,5,isolation_forest,1,0.025
2013-09-23,"Spices, Flavors And Salts",1,isolation_forest,1,0.025
2013-09-23,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.025
2013-09-23,Soup,1,isolation_forest,1,0.025
2013-09-23,Alcoholic Beverage,1,isolation_forest,1,0.025
2016-07-11,Bakery Prod/Dough/Mix/Icing,6,isolation_forest,1,0.021
2016-07-11,Cosmetics,51,isolation_forest,1,0.021
2016-07-11,Fruit/Fruit Prod,5,isolation_forest,1,0.021
2016-07-11,Ice Cream Prod,2,isolation_forest,1,0.021
2016-07-11,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.021
2016-07-11,Snack Food Item,3,isolation_forest,1,0.021
2016-07-11,Cheese/Cheese Prod,1,isolation_forest,1,0.021
2016-07-11,Choc/Cocoa Prod,2,isolation_forest,1,0.021
2016-07-11,Coffee/Tea,1,isolation_forest,1,0.021
2016-07-11,Dietary Conv Food/Meal Replacements,4,isolation_forest,1,0.021
2016-07-11,Fishery/Seafood Prod,3,isolation_forest,1,0.021
2016-07-11,Mult Food Dinner/Grav/Sauce/Special,4,isolation_forest,1,0.021
2016-07-11,Vegetables/Vegetable Products,3,isolation_forest,1,0.021
2016-07-11,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.021
2016-07-11,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.021
2016-07-11,Vegetable Protein Prod,1,isolation_forest,1,0.021
2016-07-11,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.021
2016-07-11,Color Additiv Food/Drug/Cosmetic,2,isolation_forest,1,0.021
2015-03-30,Baby Food Prod,2,isolation_forest,1,0.02
2015-10-05,Baby Food Prod,3,isolation_forest,1,0.02
2015-03-30,Bakery Prod/Dough/Mix/Icing,1,isolation_forest,1,0.02
2015-03-30,Cosmetics,88,isolation_forest,1,0.02
2015-10-05,Cosmetics,8,isolation_forest,1,0.02
2015-03-30,Fruit/Fruit Prod,4,isolation_forest,1,0.02
2015-03-30,Ice Cream Prod,1,isolation_forest,1,0.02
2015-10-05,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.02
2015-03-30,Snack Food Item,1,isolation_forest,1,0.02
2015-10-05,Snack Food Item,3,isolation_forest,1,0.02
2015-03-30,Soft Drink/Water,2,isolation_forest,1,0.02
2015-10-05,Soft Drink/Water,2,isolation_forest,1,0.02
2015-03-30,Vit/Min/Prot/Unconv Diet(Human/Animal),94,isolation_forest,1,0.02
2015-10-05,Vit/Min/Prot/Unconv Diet(Human/Animal),149,isolation_forest,1,0.02
2015-10-05,Cheese/Cheese Prod,2,isolation_forest,1,0.02
2015-10-05,Choc/Cocoa Prod,1,isolation_forest,1,0.02
2015-03-30,Coffee/Tea,2,isolation_forest,1,0.02
2015-03-30,Dietary Conv Food/Meal Replacements,2,isolation_forest,1,0.02
2015-10-05,Dietary Conv Food/Meal Replacements,6,isolation_forest,1,0.02
2015-10-05,Dressing/Condiment,1,isolation_forest,1,0.02
2015-03-30,Fishery/Seafood Prod,1,isolation_forest,1,0.02
2015-03-30,Food Additives (Human Use),1,isolation_forest,1,0.02
2015-03-30,Nuts/Edible Seed,3,isolation_forest,1,0.02
2015-10-05,Nuts/Edible Seed,4,isolation_forest,1,0.02
2015-03-30,Vegetables/Vegetable Products,4,isolation_forest,1,0.02
2015-10-05,Vegetables/Vegetable Products,2,isolation_forest,1,0.02
2015-10-05,Egg/Egg Prod,2,isolation_forest,1,0.02
2015-03-30,Prep Salad Prod,2,isolation_forest,1,0.02
2015-03-30,Vegetable Oils,1,isolation_forest,1,0.02
2015-10-05,Vegetable Oils,1,isolation_forest,1,0.02
2015-03-30,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.02
2015-03-30,Food Sweeteners (Nutritive),2,isolation_forest,1,0.02
2015-03-30,Color Additiv Food/Drug/Cosmetic,1,isolation_forest,1,0.02
2015-10-05,Color Additiv Food/Drug/Cosmetic,2,isolation_forest,1,0.02
2009-09-28,Baby Food Prod,3,isolation_forest,1,0.018
2009-09-28,Cosmetics,3,isolation_forest,1,0.018
2009-09-28,Fruit/Fruit Prod,3,isolation_forest,1,0.018
2009-09-28,Ice Cream Prod,2,isolation_forest,1,0.018
2009-09-28,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.018
2009-09-28,Snack Food Item,5,isolation_forest,1,0.018
2009-09-28,Soft Drink/Water,6,isolation_forest,1,0.018
2009-09-28,Vit/Min/Prot/Unconv Diet(Human/Animal),68,isolation_forest,1,0.018
2009-09-28,Candy W/O Choc/Special/Chew Gum,3,isolation_forest,1,0.018
2009-09-28,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.018
2009-09-28,Choc/Cocoa Prod,2,isolation_forest,1,0.018
2009-09-28,Coffee/Tea,5,isolation_forest,1,0.018
2009-09-28,Dietary Conv Food/Meal Replacements,6,isolation_forest,1,0.018
2009-09-28,Fishery/Seafood Prod,5,isolation_forest,1,0.018
2009-09-28,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.018
2009-09-28,Nuts/Edible Seed,4,isolation_forest,1,0.018
2009-09-28,Vegetables/Vegetable Products,3,isolation_forest,1,0.018
2009-09-28,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.018
2009-09-28,"Spices, Flavors And Salts",1,isolation_forest,1,0.018
2009-09-28,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.018
2009-09-28,Soup,1,isolation_forest,1,0.018
2009-09-28,Color Additiv Food/Drug/Cosmetic,1,isolation_forest,1,0.018
2016-12-05,Baby Food Prod,2,isolation_forest,1,0.016
2016-12-05,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.016
2016-12-05,Ice Cream Prod,1,isolation_forest,1,0.016
2016-12-05,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.016
2016-12-05,Snack Food Item,4,isolation_forest,1,0.016
2016-12-05,Soft Drink/Water,1,isolation_forest,1,0.016
2016-12-05,Candy W/O Choc/Special/Chew Gum,2,isolation_forest,1,0.016
2016-12-05,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.016
2016-12-05,Cheese/Cheese Prod,1,isolation_forest,1,0.016
2016-12-05,Coffee/Tea,2,isolation_forest,1,0.016
2016-12-05,Dietary Conv Food/Meal Replacements,5,isolation_forest,1,0.016
2016-12-05,Dressing/Condiment,2,isolation_forest,1,0.016
2016-12-05,Fishery/Seafood Prod,3,isolation_forest,1,0.016
2016-12-05,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.016
2016-12-05,Nuts/Edible Seed,2,isolation_forest,1,0.016
2016-12-05,Vegetables/Vegetable Products,2,isolation_forest,1,0.016
2016-12-05,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.016
2016-12-05,"Spices, Flavors And Salts",1,isolation_forest,1,0.016
2016-12-05,Vegetable Oils,1,isolation_forest,1,0.016
2016-12-05,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.016
2016-12-05,Filled Milk/Imit Milk Prod,2,isolation_forest,1,0.016
2016-12-05,Food Sweeteners (Nutritive),1,isolation_forest,1,0.016
2016-12-05,Vegetable Protein Prod,1,isolation_forest,1,0.016
2012-06-25,Baby Food Prod,1,isolation_forest,1,0.013
2015-06-01,Baby Food Prod,2,isolation_forest,1,0.013
2012-06-25,Bakery Prod/Dough/Mix/Icing,1,isolation_forest,1,0.013
2015-06-01,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.013
2012-06-25,Cosmetics,4,isolation_forest,1,0.013
