week,industry,report_count,methods,n_methods,severity_score
2015-06-15,Ice Cream Prod,5,cusum,1,25.773
2016-10-17,Vit/Min/Prot/Unconv Diet(Human/Animal),90,cusum,1,25.741
2016-02-08,Cereal Prep/Breakfast Food,2,cusum,1,25.734
2016-10-24,Vit/Min/Prot/Unconv Diet(Human/Animal),131,cusum,1,25.688
2009-11-30,Bakery Prod/Dough/Mix/Icing,4,cusum,1,25.5
2017-04-03,Vegetables/Vegetable Products,1,cusum,1,25.438
2016-09-05,Cosmetics,80,cusum,1,25.408
2017-01-02,Vit/Min/Prot/Unconv Diet(Human/Animal),107,cusum,1,25.387
2017-01-09,Vit/Min/Prot/Unconv Diet(Human/Animal),133,cusum,1,25.364
2016-11-28,Vit/Min/Prot/Unconv Diet(Human/Animal),139,cusum,1,25.346
2016-11-21,Vit/Min/Prot/Unconv Diet(Human/Animal),35,cusum,1,25.277
2016-10-31,Vit/Min/Prot/Unconv Diet(Human/Animal),101,cusum,1,25.176
2016-02-15,Cereal Prep/Breakfast Food,5,cusum,1,25.139
2015-06-08,Ice Cream Prod,5,cusum,1,25.109
2017-01-30,Vit/Min/Prot/Unconv Diet(Human/Animal),176,cusum,1,24.96
2016-08-29,Cosmetics,165,cusum,1,24.853
2015-06-29,Ice Cream Prod,2,cusum,1,24.849
2017-03-06,Vit/Min/Prot/Unconv Diet(Human/Animal),139,cusum,1,24.71
2014-02-10,Milk/Butter/Dried Milk Prod,1,cusum,1,24.687
2017-02-27,Vit/Min/Prot/Unconv Diet(Human/Animal),185,cusum,1,24.64
2017-01-16,Vit/Min/Prot/Unconv Diet(Human/Animal),83,cusum,1,24.577
2017-03-27,Vit/Min/Prot/Unconv Diet(Human/Animal),188,cusum,1,24.535
2008-01-28,Nuts/Edible Seed,1,cusum,1,24.534
2017-02-06,Vit/Min/Prot/Unconv Diet(Human/Animal),96,cusum,1,24.372
2017-01-23,Vit/Min/Prot/Unconv Diet(Human/Animal),118,cusum,1,24.325
2017-04-10,Vegetables/Vegetable Products,3,cusum,1,24.243
2009-12-07,Bakery Prod/Dough/Mix/Icing,2,cusum,1,24.13
2016-08-22,Vit/Min/Prot/Unconv Diet(Human/Animal),271,cusum,1,24.086
2017-02-13,Vit/Min/Prot/Unconv Diet(Human/Animal),112,cusum,1,24.028
2015-05-25,Mult Food Dinner/Grav/Sauce/Special,6,cusum,1,23.867
2015-07-06,Ice Cream Prod,2,cusum,1,23.824
2016-02-22,Cereal Prep/Breakfast Food,1,cusum,1,23.808
2017-03-13,Vit/Min/Prot/Unconv Diet(Human/Animal),74,cusum,1,23.785
2015-05-18,Mult Food Dinner/Grav/Sauce/Special,14,cusum,1,23.758
2014-02-17,Milk/Butter/Dried Milk Prod,1,cusum,1,23.451
2008-02-04,Nuts/Edible Seed,5,cusum,1,23.444
2010-01-04,Bakery Prod/Dough/Mix/Icing,10,cusum,1,23.29
2017-04-03,Vit/Min/Prot/Unconv Diet(Human/Animal),52,cusum,1,23.274
2010-01-11,Bakery Prod/Dough/Mix/Icing,9,cusum,1,23.219
2009-12-28,Bakery Prod/Dough/Mix/Icing,10,cusum,1,23.175
2009-12-21,Bakery Prod/Dough/Mix/Icing,10,cusum,1,23.061
2009-12-14,Bakery Prod/Dough/Mix/Icing,3,cusum,1,22.946
2015-06-08,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,22.561
2016-03-07,Cereal Prep/Breakfast Food,1,cusum,1,22.478
2015-07-13,Ice Cream Prod,1,cusum,1,22.236
2014-02-24,Milk/Butter/Dried Milk Prod,1,cusum,1,22.215
2016-08-22,Cosmetics,146,cusum,1,22.18
2015-05-18,Ice Cream Prod,5,cusum,1,22.094
2010-01-18,Bakery Prod/Dough/Mix/Icing,3,cusum,1,22.035
2013-09-02,Milk/Butter/Dried Milk Prod,23,zscore,1,22.025
2016-08-15,Vit/Min/Prot/Unconv Diet(Human/Animal),334,cusum,1,21.998
2008-02-11,Nuts/Edible Seed,1,cusum,1,21.956
2017-04-10,Vit/Min/Prot/Unconv Diet(Human/Animal),47,cusum,1,21.936
2015-07-13,Mult Food Dinner/Grav/Sauce/Special,13,cusum,1,21.474
2015-06-22,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,21.45
2015-05-11,Ice Cream Prod,4,cusum,1,21.43
2014-03-03,Milk/Butter/Dried Milk Prod,4,cusum,1,21.343
2016-03-14,Cereal Prep/Breakfast Food,2,cusum,1,21.332
2015-05-04,Ice Cream Prod,8,cusum,1,21.329
2015-05-11,Mult Food Dinner/Grav/Sauce/Special,6,cusum,1,21.207
2015-05-04,Mult Food Dinner/Grav/Sauce/Special,8,cusum,1,21.098
2010-01-25,Bakery Prod/Dough/Mix/Icing,4,cusum,1,21.037
2015-07-20,Ice Cream Prod,1,cusum,1,20.648
2014-03-10,Milk/Butter/Dried Milk Prod,4,cusum,1,20.47
2008-02-25,Nuts/Edible Seed,1,cusum,1,20.467
2016-03-21,Cereal Prep/Breakfast Food,3,cusum,1,20.369
2015-06-29,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,20.34
2015-08-03,Ice Cream Prod,4,cusum,1,20.286
2010-02-01,Bakery Prod/Dough/Mix/Icing,5,cusum,1,20.224
2015-07-27,Ice Cream Prod,3,cusum,1,20.186
2006-04-17,"Spices, Flavors And Salts",9,zscore,1,20.124
2017-04-17,Vit/Min/Prot/Unconv Diet(Human/Animal),13,cusum,1,20.078
2015-07-20,Mult Food Dinner/Grav/Sauce/Special,1,cusum,1,20.058
2016-08-15,Cosmetics,151,cusum,1,19.981
2015-04-20,Mult Food Dinner/Grav/Sauce/Special,17,cusum,1,19.963
2014-03-17,Milk/Butter/Dried Milk Prod,3,cusum,1,19.476
2008-03-03,Nuts/Edible Seed,4,cusum,1,19.278
2015-08-10,Ice Cream Prod,2,cusum,1,19.261
2015-07-06,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,19.229
2016-03-28,Cereal Prep/Breakfast Food,2,cusum,1,19.223
2010-02-08,Bakery Prod/Dough/Mix/Icing,3,cusum,1,19.04
2017-04-24,Vit/Min/Prot/Unconv Diet(Human/Animal),43,cusum,1,18.679
2015-08-03,Mult Food Dinner/Grav/Sauce/Special,1,cusum,1,18.643
2014-03-24,Milk/Butter/Dried Milk Prod,3,cusum,1,18.483
2016-04-11,Cereal Prep/Breakfast Food,4,cusum,1,18.444
2007-07-02,Nuts/Edible Seed,34,cusum,1,18.212
2015-08-10,Mult Food Dinner/Grav/Sauce/Special,4,cusum,1,18.142
2010-02-15,Bakery Prod/Dough/Mix/Icing,4,cusum,1,18.041
2008-03-10,Nuts/Edible Seed,1,cusum,1,17.789
2010-12-06,Baby Food Prod,7,cusum,1,17.693
2015-08-17,Ice Cream Prod,1,cusum,1,17.674
2016-04-18,Cereal Prep/Breakfast Food,4,cusum,1,17.665
2010-03-01,Bakery Prod/Dough/Mix/Icing,7,cusum,1,17.599
2014-03-31,Milk/Butter/Dried Milk Prod,3,cusum,1,17.489
2016-04-25,Cereal Prep/Breakfast Food,7,cusum,1,17.438
2007-08-20,Nuts/Edible Seed,19,cusum,1,17.178
2017-01-30,Vegetables/Vegetable Products,59,cusum,1,17.152
2010-11-22,Baby Food Prod,6,cusum,1,17.007
2010-10-18,Baby Food Prod,13,cusum,1,16.892
2007-08-13,Nuts/Edible Seed,21,cusum,1,16.87
2017-05-01,Vit/Min/Prot/Unconv Diet(Human/Animal),14,cusum,1,16.836
2007-07-09,Nuts/Edible Seed,2,cusum,1,16.824
2015-08-17,Mult Food Dinner/Grav/Sauce/Special,1,cusum,1,16.726
2010-11-29,Baby Food Prod,4,cusum,1,16.665
2008-03-24,Nuts/Edible Seed,4,cusum,1,16.6
2007-06-25,Nuts/Edible Seed,63,cusum,1,16.406
2007-08-06,Nuts/Edible Seed,23,cusum,1,16.361
2015-06-15,Fruit/Fruit Prod,9,cusum,1,16.291
2010-03-08,Bakery Prod/Dough/Mix/Icing,2,cusum,1,16.229
2016-05-02,Cereal Prep/Breakfast Food,1,cusum,1,16.108
2015-08-24,Ice Cream Prod,1,cusum,1,16.086
2007-03-19,Nuts/Edible Seed,35,cusum,1,16.023
2014-04-14,Milk/Butter/Dried Milk Prod,3,cusum,1,15.986
2010-12-13,Baby Food Prod,1,cusum,1,15.981
2007-07-30,Nuts/Edible Seed,29,cusum,1,15.653
2015-08-31,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,15.616
2008-03-31,Nuts/Edible Seed,5,cusum,1,15.511
2007-07-16,Nuts/Edible Seed,2,cusum,1,15.435
2010-11-08,Baby Food Prod,3,cusum,1,15.409
2010-10-25,Baby Food Prod,1,cusum,1,15.18
2015-09-07,Ice Cream Prod,4,cusum,1,15.161
2016-05-09,Cereal Prep/Breakfast Food,3,cusum,1,15.145
2015-06-22,Fruit/Fruit Prod,3,cusum,1,15.12
2015-08-31,Ice Cream Prod,2,cusum,1,15.061
2010-03-15,Bakery Prod/Dough/Mix/Icing,3,cusum,1,15.045
2014-04-21,Milk/Butter/Dried Milk Prod,3,cusum,1,14.992
2017-05-08,Vit/Min/Prot/Unconv Diet(Human/Animal),12,cusum,1,14.963
2011-01-10,Baby Food Prod,9,cusum,1,14.955
2007-03-26,Nuts/Edible Seed,4,cusum,1,14.834
2010-03-22,Bakery Prod/Dough/Mix/Icing,7,cusum,1,14.603
2015-09-07,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,14.505
2007-07-23,Nuts/Edible Seed,5,cusum,1,14.345
2013-12-23,Fishery/Seafood Prod,22,cusum,1,14.335
2010-12-27,Baby Food Prod,1,cusum,1,14.269
2013-11-11,Fishery/Seafood Prod,15,cusum,1,14.146
2015-09-14,Ice Cream Prod,2,cusum,1,14.136
2007-03-12,Nuts/Edible Seed,7,cusum,1,14.117
2016-06-06,"Spices, Flavors And Salts",11,zscore,1,14.091
2008-04-07,Nuts/Edible Seed,1,cusum,1,14.022
2016-05-16,Cereal Prep/Breakfast Food,2,cusum,1,13.999
2014-04-28,Milk/Butter/Dried Milk Prod,1,cusum,1,13.757
2011-01-17,Baby Food Prod,2,cusum,1,13.7
2015-06-29,Fruit/Fruit Prod,2,cusum,1,13.698
2007-04-09,Nuts/Edible Seed,4,cusum,1,13.645
2011-07-11,Dietary Conv Food/Meal Replacements,10,cusum,1,13.582
2016-07-25,Vit/Min/Prot/Unconv Diet(Human/Animal),274,cusum,1,13.44
2010-10-11,Baby Food Prod,5,cusum,1,13.125
2011-06-20,Dietary Conv Food/Meal Replacements,8,cusum,1,13.115
2010-03-29,Bakery Prod/Dough/Mix/Icing,1,cusum,1,13.048
2016-05-23,Cereal Prep/Breakfast Food,3,cusum,1,13.036
2017-05-15,Vit/Min/Prot/Unconv Diet(Human/Animal),8,cusum,1,13.029
2011-01-03,Baby Food Prod,2,cusum,1,13.014
2010-10-04,Baby Food Prod,17,cusum,1,13.011
2011-01-24,Baby Food Prod,3,cusum,1,12.901
2011-06-27,Dietary Conv Food/Meal Replacements,5,cusum,1,12.89
2013-12-30,Fishery/Seafood Prod,2,cusum,1,12.801
2008-04-14,Nuts/Edible Seed,3,cusum,1,12.733
2009-04-20,Choc/Cocoa Prod,8,cusum,1,12.674
2013-11-18,Fishery/Seafood Prod,2,cusum,1,12.612
2011-07-18,Dietary Conv Food/Meal Replacements,3,cusum,1,12.595
2015-09-21,Ice Cream Prod,1,cusum,1,12.548
2014-05-05,Milk/Butter/Dried Milk Prod,1,cusum,1,12.521
2007-05-28,Nuts/Edible Seed,32,cusum,1,12.484
2004-05-31,Nuts/Edible Seed,6,zscore,1,12.417
2013-11-04,Fishery/Seafood Prod,11,cusum,1,12.384
2007-04-23,Nuts/Edible Seed,3,cusum,1,12.356
2015-07-06,Fruit/Fruit Prod,2,cusum,1,12.276
2011-06-13,Dietary Conv Food/Meal Replacements,8,cusum,1,12.198
2011-07-25,Dietary Conv Food/Meal Replacements,4,cusum,1,11.99
2015-10-12,Mult Food Dinner/Grav/Sauce/Special,1,cusum,1,11.979
2011-07-04,Dietary Conv Food/Meal Replacements,3,cusum,1,11.904
2007-06-11,Nuts/Edible Seed,9,cusum,1,11.794
2008-05-05,Nuts/Edible Seed,1,cusum,1,11.753
2007-02-19,Nuts/Edible Seed,27,zscore,1,11.726
2016-06-06,Cereal Prep/Breakfast Food,1,cusum,1,11.706
2007-06-18,Nuts/Edible Seed,15,cusum,1,11.703
2011-01-31,Baby Food Prod,2,cusum,1,11.646
2009-03-23,Choc/Cocoa Prod,4,cusum,1,11.551
2008-02-18,Baby Food Prod,13,zscore,1,11.509
2010-04-05,Bakery Prod/Dough/Mix/Icing,1,cusum,1,11.493
2016-07-18,Vit/Min/Prot/Unconv Diet(Human/Animal),226,cusum,1,11.306
2014-05-12,Milk/Butter/Dried Milk Prod,1,cusum,1,11.285
2011-06-06,Dietary Conv Food/Meal Replacements,7,cusum,1,11.281
2007-05-14,Nuts/Edible Seed,5,cusum,1,11.267
2009-05-11,Choc/Cocoa Prod,5,cusum,1,11.19
2017-05-22,Vit/Min/Prot/Unconv Diet(Human/Animal),12,cusum,1,11.156
2015-07-13,Fruit/Fruit Prod,3,cusum,1,11.106
2009-04-27,Choc/Cocoa Prod,1,cusum,1,11.052
2014-01-06,Fishery/Seafood Prod,1,cusum,1,11.013
2015-09-28,Ice Cream Prod,1,cusum,1,10.961
2007-05-21,Nuts/Edible Seed,12,cusum,1,10.877
2014-02-10,Whole Grain/Milled Grain Prod/Starch,4,cusum,1,10.869
2007-03-12,Dietary Conv Food/Meal Replacements,7,zscore,1,10.843
2013-11-25,Fishery/Seafood Prod,1,cusum,1,10.824
2013-12-09,Fishery/Seafood Prod,12,cusum,1,10.798
2009-03-30,Choc/Cocoa Prod,2,cusum,1,10.774
2011-05-30,Dietary Conv Food/Meal Replacements,9,cusum,1,10.745
2014-01-20,Fishery/Seafood Prod,11,cusum,1,10.734
2009-01-26,Nuts/Edible Seed,10,zscore,1,10.655
2010-09-27,Egg/Egg Prod,5,cusum,1,10.573
2009-02-23,Choc/Cocoa Prod,4,cusum,1,10.566
2010-04-12,Bakery Prod/Dough/Mix/Icing,4,cusum,1,10.495
2015-04-20,Ice Cream Prod,4,cusum,1,10.434
2009-02-09,Choc/Cocoa Prod,5,cusum,1,10.427
2016-06-20,Cereal Prep/Breakfast Food,1,cusum,1,10.376
2011-03-07,Baby Food Prod,8,cusum,1,10.278
2008-05-12,Nuts/Edible Seed,1,cusum,1,10.264
2011-08-01,Dietary Conv Food/Meal Replacements,1,cusum,1,10.242
2005-01-03,"Spices, Flavors And Salts",5,zscore,1,10.205
2014-05-19,Milk/Butter/Dried Milk Prod,2,cusum,1,10.171
2012-09-24,Choc/Cocoa Prod,4,zscore,1,10.104
2017-06-05,Prep Salad Prod,4,zscore,1,10.104
2014-09-08,"Spices, Flavors And Salts",4,zscore,1,10.104
2013-02-04,Soup,4,zscore,1,10.104
2014-01-13,Fishery/Seafood Prod,4,cusum,1,9.986
2014-09-15,Bakery Prod/Dough/Mix/Icing,14,zscore,1,9.947
2010-10-04,Egg/Egg Prod,2,cusum,1,9.893
2010-04-19,Bakery Prod/Dough/Mix/Icing,6,cusum,1,9.867
2016-09-05,Prep Salad Prod,5,zscore,1,9.848
2012-11-19,"Meat, Meat Products and Poultry",1,cusum,1,9.841
2013-12-02,Fishery/Seafood Prod,4,cusum,1,9.797
2016-06-27,Cereal Prep/Breakfast Food,5,cusum,1,9.781
2015-11-02,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,9.757
2015-07-20,Fruit/Fruit Prod,2,cusum,1,9.684
2009-02-16,Choc/Cocoa Prod,2,cusum,1,9.651
2008-01-28,Dietary Conv Food/Meal Replacements,8,zscore,1,9.641
2011-08-08,Dietary Conv Food/Meal Replacements,4,cusum,1,9.636
2011-02-21,Baby Food Prod,1,cusum,1,9.593
2014-02-24,Whole Grain/Milled Grain Prod/Starch,1,cusum,1,9.579
2016-07-04,Vit/Min/Prot/Unconv Diet(Human/Animal),161,cusum,1,9.576
2009-05-18,Choc/Cocoa Prod,1,cusum,1,9.568
2009-05-04,Choc/Cocoa Prod,1,cusum,1,9.429
2008-01-07,Vegetables/Vegetable Products,30,zscore,1,9.417
2005-07-11,Food Additives (Human Use),3,cusum,1,9.276
2008-01-14,Vit/Min/Prot/Unconv Diet(Human/Animal),46,zscore,1,9.267
2011-03-28,Baby Food Prod,6,cusum,1,9.252
2014-03-31,Whole Grain/Milled Grain Prod/Starch,3,cusum,1,9.251
2017-05-29,Vit/Min/Prot/Unconv Diet(Human/Animal),7,cusum,1,9.206
2014-01-27,Fishery/Seafood Prod,2,cusum,1,9.199
2016-06-27,Vit/Min/Prot/Unconv Diet(Human/Animal),214,cusum,1,9.171
2009-04-06,Choc/Cocoa Prod,1,cusum,1,9.152
2014-05-26,Milk/Butter/Dried Milk Prod,2,cusum,1,9.056
2011-03-14,Baby Food Prod,2,cusum,1,9.023
2010-09-13,Egg/Egg Prod,5,cusum,1,8.924
2012-07-02,"Spices, Flavors And Salts",1,cusum,1,8.919
2005-08-01,Food Additives (Human Use),2,cusum,1,8.889
2011-02-28,Baby Food Prod,3,cusum,1,8.794
2008-05-26,Nuts/Edible Seed,1,cusum,1,8.776
2011-03-21,Baby Food Prod,4,cusum,1,8.681
2015-11-16,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,8.647
2016-07-04,Cereal Prep/Breakfast Food,2,cusum,1,8.634
2012-11-26,"Meat, Meat Products and Poultry",1,cusum,1,8.627
2005-07-04,Food Additives (Human Use),6,cusum,1,8.503
2010-04-26,Bakery Prod/Dough/Mix/Icing,2,cusum,1,8.498
2008-02-25,Fishery/Seafood Prod,15,zscore,1,8.459
2010-10-11,Egg/Egg Prod,1,cusum,1,8.436
2009-04-13,Choc/Cocoa Prod,2,cusum,1,8.376
2015-10-12,Ice Cream Prod,1,cusum,1,8.348
2009-08-24,Food Sweeteners (Nutritive),5,zscore,1,8.292
2014-06-02,Milk/Butter/Dried Milk Prod,4,cusum,1,8.183
2005-03-14,Choc/Cocoa Prod,7,zscore,1,8.158
2012-07-23,"Spices, Flavors And Salts",2,cusum,1,8.038
2015-07-27,Fruit/Fruit Prod,1,cusum,1,8.01
2014-04-14,Whole Grain/Milled Grain Prod/Starch,1,cusum,1,7.962
2006-07-10,Fruit/Fruit Prod,10,zscore,1,7.947
2009-05-25,Choc/Cocoa Prod,1,cusum,1,7.946
2014-02-03,Fishery/Seafood Prod,3,cusum,1,7.919
2011-08-15,Dietary Conv Food/Meal Replacements,1,cusum,1,7.888
2015-11-23,Mult Food Dinner/Grav/Sauce/Special,3,cusum,1,7.841
2006-05-22,Milk/Butter/Dried Milk Prod,9,zscore,1,7.794
2010-10-18,Egg/Egg Prod,2,cusum,1,7.756
2010-05-10,Cheese/Cheese Prod,6,cusum,1,7.724
2005-10-03,Dressing/Condiment,6,cusum,1,7.693
2008-06-16,Nuts/Edible Seed,5,cusum,1,7.686
2012-01-02,Beverage Bases/Conc/Nectar,1,cusum,1,7.642
2009-05-04,Vit/Min/Prot/Unconv Diet(Human/Animal),149,zscore,1,7.555
2011-04-11,Baby Food Prod,1,cusum,1,7.54
2009-01-05,Fishery/Seafood Prod,15,zscore,1,7.506
2012-11-05,Snack Food Item,5,zscore,1,7.447
2008-06-23,Choc/Cocoa Prod,5,zscore,1,7.447
2013-04-15,"Meat, Meat Products and Poultry",1,cusum,1,7.413
2011-01-03,Fishery/Seafood Prod,21,zscore,1,7.401
2015-10-26,Baby Food Prod,7,zscore,1,7.354
2005-08-08,Food Additives (Human Use),1,cusum,1,7.342
2015-06-15,Candy W/O Choc/Special/Chew Gum,4,zscore,1,7.279
2007-01-08,Food Additives (Human Use),4,zscore,1,7.279
2015-01-26,Food Additives (Human Use),4,zscore,1,7.279
2013-01-07,Whole Grain/Milled Grain Prod/Starch,7,zscore,1,7.279
2008-03-24,Filled Milk/Imit Milk Prod,4,zscore,1,7.279
2010-09-06,Egg/Egg Prod,5,cusum,1,7.275
2017-06-05,Vit/Min/Prot/Unconv Diet(Human/Animal),3,cusum,1,7.195
2010-04-19,Cheese/Cheese Prod,1,cusum,1,7.176
2015-02-23,Snack Food Item,6,zscore,1,7.165
2012-09-03,Cereal Prep/Breakfast Food,6,zscore,1,7.165
2010-05-03,Bakery Prod/Dough/Mix/Icing,2,cusum,1,7.128
2010-10-25,Egg/Egg Prod,2,cusum,1,7.076
2014-06-09,Milk/Butter/Dried Milk Prod,2,cusum,1,7.069
2013-06-17,Choc/Cocoa Prod,5,zscore,1,6.959
2005-08-15,Food Additives (Human Use),2,cusum,1,6.954
2013-03-25,Food Sweeteners (Nutritive),1,cusum,1,6.931
2010-08-23,Egg/Egg Prod,6,zscore,1,6.856
2015-08-03,Fruit/Fruit Prod,3,cusum,1,6.84
2008-06-23,Nuts/Edible Seed,7,cusum,1,6.797
2008-06-23,Ice Cream Prod,8,zscore,1,6.757
2012-09-10,"Spices, Flavors And Salts",1,cusum,1,6.747
2014-04-21,Whole Grain/Milled Grain Prod/Starch,1,cusum,1,6.673
2007-04-23,Candy W/O Choc/Special/Chew Gum,3,zscore,1,6.64
2017-02-13,Candy W/O Choc/Special/Chew Gum,3,zscore,1,6.64
2013-05-06,Cheese/Cheese Prod,3,zscore,1,6.64
2005-12-12,Choc/Cocoa Prod,3,zscore,1,6.64
2016-04-11,Dressing/Condiment,3,zscore,1,6.64
2016-03-28,Macaroni/Noodle Prod,3,zscore,1,6.64
2011-04-18,"Spices, Flavors And Salts",3,zscore,1,6.64
2007-08-20,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,6.64
2010-10-04,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,6.64
2012-10-08,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,6.64
2015-03-23,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,6.64
2008-02-11,Food Sweeteners (Nutritive),3,zscore,1,6.64
2012-01-16,Food Sweeteners (Nutritive),3,zscore,1,6.64
2008-10-13,Beverage Bases/Conc/Nectar,3,zscore,1,6.64
2012-09-17,Fruit/Fruit Prod,16,zscore,1,6.624
2013-09-30,Vit/Min/Prot/Unconv Diet(Human/Animal),77,cusum,1,6.614
2007-02-12,Nuts/Edible Seed,8,zscore,1,6.608
2010-11-22,Egg/Egg Prod,1,cusum,1,6.589
2005-08-29,Food Additives (Human Use),2,cusum,1,6.567
2011-08-29,Dietary Conv Food/Meal Replacements,2,cusum,1,6.521
2011-11-07,Beverage Bases/Conc/Nectar,3,cusum,1,6.487
2009-07-20,Fruit/Fruit Prod,8,cusum,1,6.485
2010-10-11,Cosmetics,16,zscore,1,6.462
2015-11-30,Mult Food Dinner/Grav/Sauce/Special,1,cusum,1,6.425
2009-07-13,Fruit/Fruit Prod,11,cusum,1,6.397
2016-07-18,Cereal Prep/Breakfast Food,1,cusum,1,6.342
2010-06-07,Cheese/Cheese Prod,1,cusum,1,6.34
2004-07-12,Dietary Conv Food/Meal Replacements,3,zscore,1,6.332
2009-06-01,Choc/Cocoa Prod,1,cusum,1,6.324
2009-07-27,Fruit/Fruit Prod,7,cusum,1,6.322
2014-04-21,Vit/Min/Prot/Unconv Diet(Human/Animal),147,cusum,1,6.319
2013-11-04,Vit/Min/Prot/Unconv Diet(Human/Animal),182,cusum,1,6.303
2015-10-26,Ice Cream Prod,2,cusum,1,6.298
2011-04-18,Baby Food Prod,2,cusum,1,6.285
2005-10-10,Dressing/Condiment,1,cusum,1,6.244
2012-02-06,Beverage Bases/Conc/Nectar,1,cusum,1,6.221
2014-12-29,"Spices, Flavors And Salts",7,zscore,1,6.201
2013-07-22,"Meat, Meat Products and Poultry",1,cusum,1,6.199
2007-03-19,Vit/Min/Prot/Unconv Diet(Human/Animal),27,zscore,1,6.159
2016-04-04,Cosmetics,147,zscore,1,6.147
2014-02-10,Fishery/Seafood Prod,1,cusum,1,6.131
2014-05-12,Vit/Min/Prot/Unconv Diet(Human/Animal),145,cusum,1,6.114
2008-08-18,Cosmetics,16,zscore,1,6.108
2017-02-13,Cheese/Cheese Prod,4,zscore,1,6.08
2016-04-11,Choc/Cocoa Prod,4,zscore,1,6.08
2011-02-28,Soup,4,zscore,1,6.08
2008-10-06,Food Sweeteners (Nutritive),4,zscore,1,6.08
2014-06-16,Milk/Butter/Dried Milk Prod,3,cusum,1,6.075
2011-07-25,"Spices, Flavors And Salts",5,zscore,1,6.033
2013-08-26,Vit/Min/Prot/Unconv Diet(Human/Animal),158,cusum,1,6.008
2004-01-19,Bakery Prod/Dough/Mix/Icing,9,zscore,1,6.0
2017-03-13,Nuts/Edible Seed,13,zscore,1,5.986
2014-02-24,Vegetables/Vegetable Products,15,zscore,1,5.98
2012-04-23,Vegetables/Vegetable Products,9,zscore,1,5.979
2014-05-05,Vit/Min/Prot/Unconv Diet(Human/Animal),137,cusum,1,5.953
2010-05-10,Bakery Prod/Dough/Mix/Icing,3,cusum,1,5.944
2014-04-28,Vit/Min/Prot/Unconv Diet(Human/Animal),108,cusum,1,5.914
2007-08-20,Soft Drink/Water,9,cusum,1,5.88
2009-07-06,Nuts/Edible Seed,29,cusum,1,5.81
2007-03-05,Bakery Prod/Dough/Mix/Icing,12,zscore,1,5.808
2010-04-26,Cheese/Cheese Prod,1,cusum,1,5.793
2012-12-31,Soft Drink/Water,12,zscore,1,5.782
2006-06-26,Fishery/Seafood Prod,14,zscore,1,5.78
2013-09-02,Vit/Min/Prot/Unconv Diet(Human/Animal),117,cusum,1,5.74
2013-11-18,Egg/Egg Prod,1,cusum,1,5.723
2013-09-16,Vit/Min/Prot/Unconv Diet(Human/Animal),139,cusum,1,5.711
2015-05-04,Cosmetics,71,cusum,1,5.71
2012-03-12,Bakery Prod/Dough/Mix/Icing,8,zscore,1,5.664
2011-02-28,Cosmetics,16,zscore,1,5.664
2009-08-03,Fruit/Fruit Prod,5,cusum,1,5.655
2013-08-19,Vit/Min/Prot/Unconv Diet(Human/Animal),136,cusum,1,5.648
2009-06-22,Dietary Conv Food/Meal Replacements,7,zscore,1,5.646
2013-09-09,Vit/Min/Prot/Unconv Diet(Human/Animal),128,cusum,1,5.641
2016-03-14,Mult Food Dinner/Grav/Sauce/Special,6,zscore,1,5.641
2004-06-21,Milk/Butter/Dried Milk Prod,5,zscore,1,5.629
2008-09-15,Cheese/Cheese Prod,5,zscore,1,5.629
2011-02-21,Whole Grain/Milled Grain Prod/Starch,5,zscore,1,5.629
2013-08-12,Vit/Min/Prot/Unconv Diet(Human/Animal),208,cusum,1,5.625
2008-03-24,Bakery Prod/Dough/Mix/Icing,8,zscore,1,5.605
2011-05-23,Baby Food Prod,7,cusum,1,5.601
2017-02-27,Fruit/Fruit Prod,10,zscore,1,5.577
2013-05-13,Food Sweeteners (Nutritive),1,cusum,1,5.573
2012-10-29,Cereal Prep/Breakfast Food,10,zscore,1,5.556
2009-07-06,Fruit/Fruit Prod,9,cusum,1,5.553
2005-05-09,Cosmetics,16,zscore,1,5.547
2007-06-18,Fruit/Fruit Prod,8,zscore,1,5.532
2016-06-13,Vit/Min/Prot/Unconv Diet(Human/Animal),164,cusum,1,5.53
2013-11-11,Vit/Min/Prot/Unconv Diet(Human/Animal),83,cusum,1,5.515
2009-08-10,Fruit/Fruit Prod,7,cusum,1,5.492
2004-03-22,Candy W/O Choc/Special/Chew Gum,3,cusum,1,5.492
2007-09-17,Soft Drink/Water,7,cusum,1,5.487
2004-08-02,Fruit/Fruit Prod,10,zscore,1,5.472
2014-05-19,Vit/Min/Prot/Unconv Diet(Human/Animal),92,cusum,1,5.464
2014-05-26,Vit/Min/Prot/Unconv Diet(Human/Animal),134,cusum,1,5.457
2012-09-17,"Spices, Flavors And Salts",1,cusum,1,5.455
